<ImageInformation>
ImageNumX,10
ImageNumY,13
ImageNumZ,2
ImageSizeX,2500
ImageSizeY,1800
OverlapX,100
OverlapY,100
UmPerPixelX,0.24
UmPerPixelY,0.24
UmPerLayerZ,1000
ImageFormat,1
ImageQuality,10
</ImageInformation>
<GrabPositionInformation>
XNo,YNo,ZNo,PosX[nm],PosY[nm],PosZ[nm]
</GrabPositionInformation>
<DepthImageInformation>
ImageNumZ,0
ImageSizeX,0
ImageSizeY,0
UmPerPixelX,0
UmPerPixelY,0
UmPerLayerZ,0
ImageFormat,0
ImageQuality,0
</DepthImageInformation>
<Result>
ProcArea,30551040
</Result>
<ResultDatas>
No,ImageNoX,ImageNoY,ImageNoZ,ElpsLabel,ObjLabel,Average,GravX,GravY,Angle,MjrAx,MnrAx,X2,Status,DepthAve
0,0,0,1,0,3,0,347.588,149.764,108.514,39.027,38.814,9.981,0,0
1,0,0,1,1,5,0,226.099,202.397,49.457,38.479,38.183,9.905,0,0
2,0,0,1,2,6,0,293.318,240.478,108.496,38.506,37.669,9.408,0,0
3,1,0,1,0,1,0,852.78,166.474,130.502,38.598,38.424,9.951,0,0
4,1,0,1,1,5,0,789.499,382.193,43.49,39.358,38.855,9.806,0,0
5,2,0,1,0,0,0,1565.843,107.289,120.967,39.167,38.885,9.933,0,0
6,2,0,1,1,4,0,1602.516,295.974,119.05,38.859,38.771,9.954,0,0
7,2,0,1,2,6,0,1326.978,334.659,-1.458,39.257,38.826,9.937,0,0
8,3,0,1,0,1,0,2006.04,139.438,78.677,38.547,38.325,9.932,0,0
9,3,0,1,1,2,0,2297.213,218.402,-33.864,39.243,38.62,9.909,0,0
10,3,0,1,2,6,0,2044.717,379.483,11.954,39.398,39.166,9.998,0,0
11,4,0,1,0,2,0,2435.506,77.422,111.1,38.708,38.572,9.909,0,0
12,4,0,1,1,3,0,2686.416,156.247,-40.714,38.36,37.522,9.803,0,0
13,4,0,1,2,4,0,2576.026,160.718,64.913,38.912,38.893,9.901,0,0
14,4,0,1,3,5,0,2478.651,171.612,-22.069,38.921,38.716,9.955,0,0
16,5,0,1,0,2,0,3344.835,109.278,102.238,38.921,38.802,9.966,0,0
17,5,0,1,1,4,0,3448.572,156.914,104.948,39.035,38.817,9.982,0,0
18,5,0,1,2,6,0,3217.374,347.497,-31.712,38.487,38.279,9.919,0,0
22,6,0,1,0,1,0,3824.266,146.776,51.859,37.871,37.732,9.768,0,0
23,6,0,1,1,3,0,3654.449,200.667,-25.575,38.684,38.58,9.907,0,0
29,6,0,1,7,11,0,3750.966,390.774,64.323,38.765,38.413,9.896,0,0
30,7,0,1,0,0,0,4552.771,35.092,7.943,38.597,38.336,9.865,0,0
