<ImageInformation>
ImageNumX,10
ImageNumY,13
ImageNumZ,1
ImageSizeX,2500
ImageSizeY,1800
OverlapX,100
OverlapY,100
UmPerPixelX,0.24
UmPerPixelY,0.24
UmPerLayerZ,1000
ImageFormat,1
ImageQuality,10
</ImageInformation>
<GrabPositionInformation>
XNo,YNo,ZNo,PosX[nm],PosY[nm],PosZ[nm]
</GrabPositionInformation>
<DepthImageInformation>
ImageNumZ,0
ImageSizeX,0
ImageSizeY,0
UmPerPixelX,0
UmPerPixelY,0
UmPerLayerZ,0
ImageFormat,0
ImageQuality,0
</DepthImageInformation>
<Result>
ProcArea,30551040
</Result>
<ResultDatas>
No,ImageNoX,ImageNoY,ImageNoZ,ElpsLabel,ObjLabel,Average,GravX,GravY,Angle,MjrAx,MnrAx,X2,Status,DepthAve
0,0,0,0,0,1,0,93.404,21.379,31.336,37.431,37.176,9.791,0,0
1,0,0,0,1,2,0,274.038,22.413,69.203,37.879,37.488,9.813,0,0
2,0,0,0,2,3,0,398.968,59.752,50.028,37.745,37.587,9.809,0,0
3,0,0,0,3,4,0,148.276,82.827,65.989,36.83,36.601,9.714,0,0
4,0,0,0,4,5,0,473.585,125.977,86.033,37.791,37.61,9.818,0,0
5,0,0,0,5,6,0,224.928,153.627,13.915,37.253,37.056,9.752,0,0
7,0,0,0,7,8,0,172.45,271.865,72.997,37.24,36.924,9.733,0,0
8,0,0,0,8,9,0,225.6,306.698,58.098,37.377,36.815,9.736,0,0
9,0,0,0,9,10,0,564.289,321.424,68.588,38.077,37.917,9.819,0,0
10,0,0,0,10,11,0,311.009,366.755,68.668,37.846,37.506,9.811,0,0
12,1,0,0,0,1,0,1002.71,83.02,105.117,37.487,37.207,9.802,0,0
13,1,0,0,1,2,0,654.999,85.648,58.944,37.3,36.978,9.826,0,0
14,1,0,0,2,3,0,1069.096,92.371,42.435,37.12,36.939,9.719,0,0
15,1,0,0,3,4,0,713.505,119.022,84.679,37.165,36.585,9.756,0,0
16,1,0,0,4,5,0,934.693,133.511,85.967,37.421,36.902,9.754,0,0
17,1,0,0,5,6,0,642.008,204.451,71.993,37.533,36.653,9.659,0,0
18,1,0,0,6,7,0,985.024,251.295,106.748,37.074,37.024,9.725,0,0
19,1,0,0,7,8,0,883.275,274.422,-9.879,37.129,36.985,9.805,0,0
20,1,0,0,8,9,0,766.997,290.341,109.492,37.269,37.103,9.76,0,0
21,1,0,0,9,11,0,974.144,331.862,98.9,37.527,37.209,9.808,0,0
22,1,0,0,10,12,0,731.871,348.071,117.06,37.004,36.711,9.674,0,0
23,2,0,0,0,2,0,1598.589,61.33,91.652,36.859,36.636,9.723,0,0
24,2,0,0,1,3,0,1200.242,96.318,103.976,37.364,36.943,9.751,0,0
25,2,0,0,2,4,0,1438.465,134.591,74.078,37.342,36.987,9.754,0,0
26,2,0,0,3,5,0,1259.63,296.977,51.823,36.989,36.289,9.615,0,0
27,2,0,0,4,6,0,1645.874,396.755,76.348,38.346,38.132,9.881,0,0
29,3,0,0,0,2,0,1762.474,20.79,101.708,37.152,36.84,9.635,0,0
30,3,0,0,1,3,0,1898.439,21.65,-20.488,36.874,36.465,9.702,0,0
31,3,0,0,2,4,0,2198.271,46.366,76.792,37.69,37.492,9.789,0,0
32,3,0,0,3,5,0,2147.946,67.936,40.588,38.123,37.748,9.879,0,0
33,3,0,0,4,6,0,2294.274,81.531,32.531,37.762,37.602,9.971,0,0
34,3,0,0,5,7,0,1775.874,204.663,70.168,38.17,37.646,9.871,0,0
35,3,0,0,6,8,0,2201.269,289.139,127.109,37.258,36.955,9.739,0,0
36,3,0,0,7,9,0,2090.614,321.77,64.009,37.233,37.043,9.748,0,0
37,3,0,0,8,10,0,1914.094,333.93,41.329,37.353,37.017,9.76,0,0
38,3,0,0,9,11,0,1859.03,376.44,98.012,37.555,37.428,9.84,0,0
40,4,0,0,0,2,0,2591.284,139.971,112.774,37.539,37.142,9.801,0,0
41,4,0,0,1,3,0,2776.907,147.518,83.621,37.682,37.461,9.861,0,0
42,4,0,0,2,4,0,2644.78,218.948,65.59,37.689,37.466,9.863,0,0
43,4,0,0,3,5,0,2357.985,221.351,52.251,38.014,37.605,9.846,0,0
44,4,0,0,4,6,0,2407.79,243.588,72.96,37.263,37.134,9.764,0,0
45,4,0,0,5,7,0,2739.599,306.167,101.933,37.391,37.214,9.791,0,0
46,4,0,0,6,8,0,2464.915,352.139,70.935,38.073,37.719,9.869,0,0
47,4,0,0,7,9,0,2598.447,365.144,-10.526,38.147,37.964,9.911,0,0
49,5,0,0,0,0,0,3355.909,79.516,75.911,37.839,37.663,9.831,0,0
50,5,0,0,1,1,0,2949.679,92.057,105.29,37.409,36.899,9.752,0,0
51,5,0,0,2,2,0,3094.536,128.936,57.48,37.308,36.993,9.751,0,0
52,5,0,0,3,3,0,3325.716,164.286,93.879,38.079,37.448,9.834,0,0
53,5,0,0,4,4,0,3079.213,272.351,69.924,37.276,37.021,9.751,0,0
54,5,0,0,5,5,0,3346.542,311.403,105.4,37.491,37.242,9.808,0,0
55,6,0,0,0,0,0,3770.072,61.208,81.343,37.359,37.156,9.779,0,0
56,6,0,0,1,1,0,3519.747,131.692,62.798,38.294,37.54,9.874,0,0
57,6,0,0,2,2,0,4026.142,138.46,116.718,37.437,37.293,9.807,0,0
58,6,0,0,3,3,0,3563.76,181.388,107.975,37.078,36.355,9.484,0,0
59,6,0,0,4,4,0,3985.263,206.86,97.367,38.585,38.206,9.922,0,0
60,6,0,0,5,5,0,3502.506,254.132,104.687,38.017,37.35,9.813,0,0
61,6,0,0,6,6,0,3781.781,264.658,101.346,37.425,37.179,9.791,0,0
63,7,0,0,0,1,0,4081.297,144.316,78.875,37.488,37.011,9.7,0,0
64,7,0,0,1,2,0,4560.46,190.982,105.847,37.591,37.196,9.815,0,0
65,7,0,0,2,3,0,4130.579,242.646,49.972,36.822,36.718,9.729,0,0
66,7,0,0,3,4,0,4452.536,243.507,117.177,37.995,37.418,9.896,0,0
67,7,0,0,4,5,0,4208.568,257.315,43.235,37.315,36.971,9.749,0,0
68,7,0,0,5,6,0,4390.415,331.796,126.546,37.504,37.248,9.81,0,0
69,7,0,0,6,7,0,4473.886,345.155,100.15,38.374,38.108,9.882,0,0
70,8,0,0,0,2,0,4929.592,135.708,64.811,37.426,37.32,9.809,0,0
71,8,0,0,1,3,0,4690.909,208.376,96.858,37.874,37.56,9.821,0,0
72,8,0,0,2,4,0,4895.088,273.345,82.283,37.301,36.99,9.75,0,0
73,8,0,0,3,5,0,5005.475,285.079,20.698,36.294,36.051,9.649,0,0
74,8,0,0,4,6,0,5072.026,308.579,56.348,37.857,37.669,9.834,0,0
75,9,0,0,0,1,0,5526.848,23.635,72.397,36.714,36.524,9.689,0,0
76,9,0,0,1,2,0,5634.153,78.51,-29.772,37.367,37.17,9.782,0,0
77,9,0,0,2,3,0,5470.78,109.821,69.703,36.951,36.82,9.759,0,0
78,9,0,0,3,4,0,5655.512,242.18,83.991,37.968,37.913,9.88,0,0
