<ImageInformation>
ImageNumX,10
ImageNumY,13
ImageNumZ,2
ImageSizeX,2500
ImageSizeY,1800
OverlapX,100
OverlapY,100
UmPerPixelX,0.24
UmPerPixelY,0.24
UmPerLayerZ,1000
ImageFormat,1
ImageQuality,10
</ImageInformation>
<GrabPositionInformation>
XNo,YNo,ZNo,PosX[nm],PosY[nm],PosZ[nm]
</GrabPositionInformation>
<DepthImageInformation>
ImageNumZ,0
ImageSizeX,0
ImageSizeY,0
UmPerPixelX,0
UmPerPixelY,0
UmPerLayerZ,0
ImageFormat,0
ImageQuality,0
</DepthImageInformation>
<Result>
ProcArea,30551040
</Result>
<ResultDatas>
No,ImageNoX,ImageNoY,ImageNoZ,ElpsLabel,ObjLabel,Average,GravX,GravY,Angle,MjrAx,MnrAx,X2,Status,DepthAve
0,0,0,1,0,2,0,376.467,58.755,-15.311,30.609,30.46,8.908,0,0
1,0,0,1,1,4,0,506.819,170.095,0.683,30.82,30.466,9.96,0,0
2,0,0,1,2,4,0,529.901,163.653,-16.367,31.093,30.763,9.932,0,0
3,0,0,1,3,5,0,212.652,222.404,110.252,30.448,30.399,8.875,0,0
4,0,0,1,4,6,0,457.468,276.305,115.926,30.218,29.952,8.863,0,0
5,0,0,1,5,7,0,520.301,418.908,-2.477,31.574,28.592,8.692,0,0
6,1,0,1,0,1,0,882.768,123.138,109.952,30.191,30.103,8.882,0,0
7,1,0,1,1,2,0,842.238,157.117,17.388,30.39,30.341,8.858,0,0
8,1,0,1,2,3,0,1123.148,289.051,56.608,30.807,30.713,8.887,0,0
9,1,0,1,3,4,0,889.481,338.353,75.199,30.416,30.227,8.845,0,0
10,1,0,1,4,5,0,1064.012,340.643,52.994,30.673,30.377,8.904,0,0
11,1,0,1,5,6,0,701.185,409.067,-12.63,30.906,30.644,8.891,0,0
12,2,0,1,0,0,0,1436.295,237.815,72.457,30.14,29.991,8.771,0,0
13,2,0,1,1,1,0,1675.997,268.237,44.126,31.05,30.936,8.954,0,0
14,2,0,1,2,2,0,1702.52,295.889,51.542,30.51,30.391,8.883,0,0
15,2,0,1,3,3,0,1212.85,372.12,69.801,30.706,30.485,8.839,0,0
16,3,0,1,0,1,0,2074.051,288.802,85.861,29.85,29.782,8.785,0,0
18,3,0,1,2,3,0,1753.257,408.8,58.87,30.814,30.583,8.869,0,0
20,4,0,1,1,1,0,2433.845,72.525,56.949,30.009,29.844,8.73,0,0
21,4,0,1,2,2,0,2736.34,199.122,92.401,30.254,29.971,8.784,0,0
22,4,0,1,3,3,0,2676.904,257.975,29.195,29.599,29.436,8.697,0,0
23,4,0,1,4,4,0,2557.556,264.247,48.904,30.274,30.193,8.82,0,0
26,5,0,1,0,1,0,3366.607,245.853,39.498,30.32,30.28,8.839,0,0
27,5,0,1,1,2,0,2958.161,280.644,75.036,30.628,30.52,8.833,0,0
