<ImageInformation>
ImageNumX,10
ImageNumY,13
ImageNumZ,1
ImageSizeX,2500
ImageSizeY,1800
OverlapX,100
OverlapY,100
UmPerPixelX,0.24
UmPerPixelY,0.24
UmPerLayerZ,1000
ImageFormat,1
ImageQuality,10
</ImageInformation>
<GrabPositionInformation>
XNo,YNo,ZNo,PosX[nm],PosY[nm],PosZ[nm]
</GrabPositionInformation>
<DepthImageInformation>
ImageNumZ,0
ImageSizeX,0
ImageSizeY,0
UmPerPixelX,0
UmPerPixelY,0
UmPerLayerZ,0
ImageFormat,0
ImageQuality,0
</DepthImageInformation>
<Result>
ProcArea,30551040
</Result>
<ResultDatas>
No,ImageNoX,ImageNoY,ImageNoZ,ElpsLabel,ObjLabel,Average,GravX,GravY,Angle,MjrAx,MnrAx,X2,Status,DepthAve
0,0,0,0,0,1,0,60.987,34.686,54.256,37.586,37.386,9.762,0,0
1,0,0,0,1,4,0,360.382,138.152,98.247,38.009,37.926,9.887,0,0
2,0,0,0,2,5,0,190.602,168.956,64.509,37.247,36.997,9.744,0,0
3,0,0,0,3,6,0,249.8,182.423,33.254,38.066,37.894,9.891,0,0
6,0,0,0,6,8,0,387.44,212.893,41.424,38.399,38.166,9.817,0,0
9,0,0,0,9,11,0,294.449,243.957,62.821,38.418,38.078,9.883,0,0
10,0,0,0,10,12,0,283.469,344.522,69.087,38.038,37.708,9.787,0,0
11,0,0,0,11,13,0,344.19,344.51,27.119,38.711,38.472,9.972,0,0
12,1,0,0,0,0,0,1153.428,113.4,-37.738,38.594,38.127,9.913,0,0
13,1,0,0,1,2,0,838.562,177.056,79.358,37.681,37.553,9.796,0,0
14,1,0,0,2,4,0,797.777,203.751,98.859,37.791,37.688,9.906,0,0
16,1,0,0,4,7,0,686.452,357.001,123.473,38.867,38.73,9.95,0,0
17,1,0,0,5,8,0,780.578,402.671,12.163,38.218,38.147,9.943,0,0
18,2,0,0,0,1,0,1556.263,115.923,89.918,38.196,37.495,9.855,0,0
19,2,0,0,1,3,0,1566.047,212.875,36.767,38.386,38.246,9.901,0,0
20,2,0,0,2,4,0,1681.614,287.326,112.494,39.05,38.814,9.836,0,0
21,2,0,0,3,6,0,1594.485,306.292,-35.828,39.198,38.934,9.943,0,0
22,2,0,0,4,7,0,1190.147,315.667,90.327,38.053,37.613,9.852,0,0
23,2,0,0,5,8,0,1326.459,348.122,132.609,38.464,38.273,9.915,0,0
24,3,0,0,0,2,0,2019.119,121.428,81.021,37.992,37.639,9.847,0,0
27,3,0,0,3,7,0,2309.616,232.012,112.06,38.643,37.759,9.87,0,0
28,3,0,0,4,8,0,1793.452,253.554,119.739,38.805,38.44,9.904,0,0
29,3,0,0,5,10,0,2237.891,326.929,-24.182,39.4,38.216,9.81,0,0
30,3,0,0,6,12,0,2046.368,393.32,81.545,38.892,38.618,9.938,0,0
31,4,0,0,0,2,0,2433.653,68.219,41.387,37.213,36.933,9.809,0,0
32,4,0,0,1,3,0,2690.341,161.172,115.188,38.24,38.088,9.862,0,0
33,4,0,0,2,4,0,2484.284,184.689,30.502,37.434,37.33,9.812,0,0
34,4,0,0,3,5,0,2584.293,191.625,77.713,38.152,37.97,9.835,0,0
35,5,0,0,0,0,0,3400.361,26.819,-39.023,38.009,37.794,9.87,0,0
36,5,0,0,1,1,0,3327.969,127.613,85.575,38.346,38.278,9.9,0,0
37,5,0,0,2,2,0,3272.775,152.385,118.642,37.881,37.471,9.811,0,0
38,5,0,0,3,3,0,3445.003,163.681,19.408,38.557,38.247,9.923,0,0
39,5,0,0,4,4,0,2917.473,242.271,5.67,38.239,37.669,9.808,0,0
40,5,0,0,5,5,0,3041.806,289.135,-31.803,17.281,11.478,6.565,0,0
41,5,0,0,6,7,0,3222.201,337.044,-17.958,38.58,38.439,9.951,0,0
42,5,0,0,7,9,0,3342.257,376.564,5.316,39.615,39.185,9.954,0,0
43,6,0,0,0,2,0,3813.3,158.082,96.378,38.597,38.106,9.91,0,0
44,6,0,0,1,4,0,3910.512,185.43,-14.338,10.91,7.139,4.794,0,0
45,6,0,0,2,4,0,3902.297,183.247,103.196,8.428,7.915,4.551,0,0
46,6,0,0,3,5,0,3651.355,213.196,43.346,38.118,37.877,9.895,0,0
47,6,0,0,4,7,0,3532.002,355.652,53.183,38.732,38.575,9.988,0,0
48,6,0,0,5,8,0,3891.074,371.847,-43.473,12.289,9.097,5.262,0,0
49,6,0,0,6,9,0,3620.918,381.099,109.869,15.248,8.109,7.123,0,0
50,6,0,0,7,10,0,3736.809,401.279,82.619,39.118,38.842,9.921,0,0
51,7,0,0,0,0,0,4552.638,60.394,-24.969,38.454,38.068,9.887,0,0
52,7,0,0,1,1,0,4452.657,81.62,-35.201,38.093,37.861,9.813,0,0
53,7,0,0,2,2,0,4476.792,126.757,-15.367,38.367,38.007,9.868,0,0
54,7,0,0,3,3,0,4520.865,131.406,-30.852,38.494,38.144,9.827,0,0
55,7,0,0,4,4,0,4367.943,238.271,85.322,38.624,38.392,9.875,0,0
56,7,0,0,5,5,0,4216.217,240.45,41.429,38.398,38.128,9.964,0,0
57,7,0,0,6,8,0,4349.059,290.896,79.993,38.788,38.602,9.923,0,0
58,7,0,0,7,11,0,4478.858,340.999,103.541,38.976,38.855,9.905,0,0
59,7,0,0,8,12,0,4087.322,372.879,-8.093,38.743,38.515,9.906,0,0
62,8,0,0,0,0,0,5012.917,92.183,6.248,38.675,38.468,9.967,0,0
63,8,0,0,1,1,0,5078.144,99.811,30.192,38.046,37.952,9.819,0,0
64,8,0,0,2,3,0,4988.609,345.981,108.693,38.936,38.725,9.958,0,0
65,9,0,0,0,0,0,5599.636,39.833,-20.989,38.233,38.184,9.95,0,0
66,9,0,0,1,2,0,5236.553,78.465,81.007,38.338,38.015,9.865,0,0
67,9,0,0,2,3,0,5228.112,133.864,77.579,37.999,37.458,9.825,0,0
68,9,0,0,3,4,0,5493.016,153.458,80.037,38.097,37.801,9.806,0,0
69,9,0,0,4,9,0,5338.492,388.922,32.677,38.71,38.182,9.786,0,0
70,9,0,0,5,10,0,5413.412,397.678,75.973,38.935,38.752,9.961,0,0
72,0,1,0,1,2,0,483.001,467.008,120.016,38.511,38.29,9.923,0,0
73,0,1,0,2,5,0,171.091,622.518,39.665,37.67,37.539,9.793,0,0
74,0,1,0,3,6,0,257.484,626.784,38.758,38.162,38.021,9.843,0,0
75,0,1,0,4,7,0,92.642,697.884,94.43,37.683,37.357,9.848,0,0
76,0,1,0,5,8,0,276.218,770.63,52.064,38.086,37.847,9.887,0,0
77,1,1,0,0,3,0,849.739,455.649,98.588,38.229,37.992,9.848,0,0
78,1,1,0,1,5,0,670.202,648.568,102.153,38.512,38.432,9.941,0,0
79,1,1,0,2,7,0,684.423,766.901,129.292,38.001,37.687,9.855,0,0
80,1,1,0,3,8,0,724.3,790.692,88.661,38.772,38.576,9.918,0,0
81,2,1,0,0,1,0,1706.432,526.595,-9.121,38.856,38.765,9.953,0,0
82,2,1,0,1,2,0,1372.575,564.568,7.115,37.148,36.982,9.729,0,0
83,2,1,0,2,4,0,1709.805,732.193,133.299,38.955,38.683,9.955,0,0
84,2,1,0,3,5,0,1272.816,732.376,91.6,38.686,38.169,9.93,0,0
85,3,1,0,0,2,0,1934.835,485.332,48.46,37.815,37.372,9.867,0,0
86,3,1,0,1,4,0,1991.892,541.229,49.634,37.989,37.691,9.854,0,0
87,3,1,0,2,5,0,2069.705,699.983,81.284,38.279,38.037,9.937,0,0
88,3,1,0,3,6,0,1772.325,706.151,-8.384,38.245,38.104,9.941,0,0
89,3,1,0,4,8,0,2247.223,728.751,-9.359,38.717,38.591,9.912,0,0
92,4,1,0,0,3,0,2505.835,430.513,60.894,37.121,36.732,9.77,0,0
93,4,1,0,1,4,0,2659.756,431.325,11.678,38.172,37.986,9.917,0,0
94,4,1,0,2,5,0,2755.56,515.193,66.005,38.381,38.142,9.887,0,0
95,4,1,0,3,6,0,2405.637,577.01,93.603,37.84,37.648,9.829,0,0
97,4,1,0,5,10,0,2600.811,781.189,35.443,38.407,38.249,9.904,0,0
98,4,1,0,6,11,0,2504.843,789.714,9.132,38.908,38.714,9.953,0,0
99,4,1,0,7,12,0,2370.885,798.99,20.927,38.883,38.824,9.964,0,0
100,4,1,0,8,15,0,2453.089,812.319,-9.791,38.158,37.917,9.829,0,0
102,5,1,0,0,1,0,3314.817,458.436,119.809,37.953,37.554,9.831,0,0
104,5,1,0,2,3,0,3146.985,490.069,85.282,38.32,38.253,9.97,0,0
107,5,1,0,5,6,0,3288.694,652.492,60.565,38.217,37.977,9.844,0,0
108,5,1,0,6,7,0,3324.77,683.882,110.626,38.885,38.752,9.955,0,0
109,5,1,0,7,8,0,3183.805,714.744,117.865,35.865,35.585,9.529,0,0
110,5,1,0,8,10,0,2902.157,737.332,64.986,38.554,38.408,9.868,0,0
111,5,1,0,9,11,0,3103.185,771.961,-32.166,38.416,38.38,9.922,0,0
112,6,1,0,0,2,0,3847.839,529.191,70.992,38.022,37.745,9.865,0,0
113,6,1,0,1,3,0,3718.749,534.536,60.029,38.124,37.849,9.892,0,0
114,6,1,0,2,4,0,3686.704,590.576,93.007,37.571,37.18,9.733,0,0
115,6,1,0,3,5,0,3535.378,685.734,25.523,38.404,38.11,9.886,0,0
116,6,1,0,4,6,0,3801.308,783.382,-2.733,9.394,9.035,4.657,0,0
117,7,1,0,0,0,0,4191.278,465.185,67.237,37.708,37.108,9.817,0,0
118,7,1,0,1,1,0,4454.928,497.723,93.799,38.493,38.091,9.895,0,0
119,7,1,0,2,3,0,4515.799,567.667,52.068,38.122,37.924,9.902,0,0
120,7,1,0,3,4,0,4206.932,648.3,65.885,37.483,37.25,9.731,0,0
121,7,1,0,4,5,0,4298.57,692.223,56.392,38.522,38.284,9.923,0,0
122,7,1,0,5,7,0,4236.486,738.2,70.768,38.935,38.766,9.963,0,0
123,8,1,0,0,0,0,4705.653,437.177,76.737,38.121,37.513,9.847,0,0
124,8,1,0,1,4,0,4754.363,632.695,111.776,38.506,38.35,9.93,0,0
125,8,1,0,2,5,0,4676.539,646.028,67.462,38.667,38.253,9.938,0,0
126,8,1,0,3,6,0,4910.525,755.614,80.787,38.34,38.252,9.896,0,0
127,0,2,0,0,1,0,400.523,873.303,94.556,38.664,37.984,9.903,0,0
128,0,2,0,1,2,0,280.8,910.558,96.915,37.975,37.551,9.834,0,0
129,0,2,0,2,3,0,154.103,946.932,55.801,37.883,37.611,9.83,0,0
130,0,2,0,3,4,0,328.691,994.428,100.368,38.114,37.82,9.887,0,0
131,0,2,0,4,5,0,372.89,1005.133,-35.268,38.662,38.579,9.904,0,0
134,0,2,0,7,7,0,433.171,1069.818,75.16,38.549,38.283,9.927,0,0
135,0,2,0,8,10,0,121.918,1154.338,117.46,38.644,38.33,9.945,0,0
137,1,2,0,0,0,0,826.833,926.366,53.19,37.557,37.267,9.82,0,0
138,1,2,0,1,1,0,655.724,954.971,51.45,37.922,37.53,9.825,0,0
139,1,2,0,2,2,0,898.935,962.561,21.328,37.628,37.481,9.78,0,0
140,1,2,0,3,5,0,726.3,1012.569,90.52,38.315,37.879,9.844,0,0
141,1,2,0,4,7,0,1006.254,1081.65,130.124,38.288,38.122,9.872,0,0
143,1,2,0,6,9,0,641.355,1159.16,43.449,38.356,38.196,9.891,0,0
144,1,2,0,7,10,0,904.57,1163.349,64.632,38.714,38.632,9.917,0,0
145,2,2,0,0,1,0,1339.128,878.365,42.602,37.478,37.225,9.804,0,0
146,2,2,0,1,2,0,1289.408,911.672,83.484,37.283,37.084,9.76,0,0
147,2,2,0,2,3,0,1572.705,931.038,108.352,38.652,38.123,9.919,0,0
149,2,2,0,4,5,0,1185.734,1020.309,-33.227,38.027,37.971,9.896,0,0
150,2,2,0,5,6,0,1355.519,1048.068,92.846,37.401,37.355,9.811,0,0
151,2,2,0,6,7,0,1727.023,1049.856,119.988,38.877,38.76,9.88,0,0
152,2,2,0,7,9,0,1230.919,1148.35,112.307,38.481,38.122,9.897,0,0
