<ImageInformation>
ImageNumX,10
ImageNumY,13
ImageNumZ,1
ImageSizeX,2500
ImageSizeY,1800
OverlapX,100
OverlapY,100
UmPerPixelX,0.24
UmPerPixelY,0.24
UmPerLayerZ,1000
ImageFormat,1
ImageQuality,10
</ImageInformation>
<GrabPositionInformation>
XNo,YNo,ZNo,PosX[nm],PosY[nm],PosZ[nm]
</GrabPositionInformation>
<DepthImageInformation>
ImageNumZ,0
ImageSizeX,0
ImageSizeY,0
UmPerPixelX,0
UmPerPixelY,0
UmPerLayerZ,0
ImageFormat,0
ImageQuality,0
</DepthImageInformation>
<Result>
ProcArea,30551040
</Result>
<ResultDatas>
No,ImageNoX,ImageNoY,ImageNoZ,ElpsLabel,ObjLabel,Average,GravX,GravY,Angle,MjrAx,MnrAx,X2,Status,DepthAve
0,0,0,0,0,1,0,91.979,27.723,69.123,37.955,37.355,9.883,0,0
1,0,0,0,1,2,0,276.698,27.46,53.787,37.144,36.736,9.696,0,0
2,0,0,0,2,3,0,398.903,66.265,82.936,38.788,38.231,9.951,0,0
3,0,0,0,3,4,0,146.714,89.057,67.608,37.474,37.106,9.788,0,0
4,0,0,0,4,5,0,472.117,132.639,83.22,38.222,38.011,9.926,0,0
5,0,0,0,5,6,0,221.631,149.698,64.02,37.912,37.433,9.81,0,0
6,0,0,0,6,7,0,173.858,272.913,-2.123,37.85,37.584,9.822,0,0
7,0,0,0,7,8,0,209.18,311.984,30.624,37.822,37.563,9.816,0,0
8,0,0,0,8,9,0,556.451,327.103,51.709,39.101,38.96,9.934,0,0
9,0,0,0,9,10,0,312.315,373.464,52.948,37.884,37.567,9.824,0,0
10,1,0,0,0,1,0,996.659,78.522,109.399,37.995,36.73,9.43,0,0
11,1,0,0,1,2,0,653.604,84.476,77.57,36.644,36.346,9.735,0,0
12,1,0,0,2,3,0,1064.372,92.973,105.845,37.637,37.496,9.783,0,0
13,1,0,0,3,4,0,712.146,118.27,71.576,37.413,36.943,9.758,0,0
14,1,0,0,4,5,0,917.222,133.511,55.739,37.901,37.296,9.868,0,0
15,1,0,0,5,6,0,636.968,203.665,39.425,37.315,37.152,9.773,0,0
16,1,0,0,6,7,0,970.775,251.277,84.393,37.858,37.543,9.818,0,0
17,1,0,0,7,8,0,891.429,276.736,128.008,37.609,37.448,9.85,0,0
18,1,0,0,8,9,0,763.987,290.919,40.108,38.026,37.743,9.866,0,0
19,1,0,0,9,10,0,969.541,338.755,101.835,38.103,37.791,9.882,0,0
20,1,0,0,10,11,0,737.159,350.249,116.912,38.275,38.133,9.872,0,0
21,2,0,0,0,1,0,1264.464,30.641,62.35,37.738,36.309,9.412,0,0
22,2,0,0,1,2,0,1596.554,58.868,91.74,37.681,37.434,9.858,0,0
23,2,0,0,2,3,0,1195.855,92.127,90.17,37.003,36.721,9.753,0,0
24,2,0,0,3,4,0,1433.603,133.076,88.919,37.482,37.049,9.781,0,0
25,2,0,0,4,5,0,1261.714,290.639,69.964,37.742,37.448,9.79,0,0
26,2,0,0,5,7,0,1646.954,389.993,35.763,38.559,38.426,9.947,0,0
27,2,0,0,6,8,0,1243.005,414.672,0.274,38.299,36.445,9.731,0,0
28,3,0,0,0,2,0,1896.178,30.066,92.449,37.58,35.74,9.458,0,0
29,3,0,0,1,3,0,2196.753,37.594,80.96,37.816,37.409,9.872,0,0
30,3,0,0,2,4,0,2139.918,62.488,68.775,37.739,37.554,9.804,0,0
31,3,0,0,3,5,0,2286.645,79.087,106.989,38.455,38.01,9.803,0,0
32,3,0,0,4,6,0,1772.087,193.564,69.675,37.847,37.636,9.829,0,0
33,3,0,0,5,7,0,2201.3,283.87,-44.338,38.74,38.642,9.998,0,0
34,3,0,0,6,8,0,2092.309,318.24,-21.334,37.418,37.358,9.813,0,0
35,3,0,0,7,9,0,1908.891,327.825,26.381,37.809,37.625,9.9,0,0
36,3,0,0,8,11,0,1996.533,419.114,-3.733,40.506,29.226,9.061,0,0
37,4,0,0,0,1,0,2591.22,135.309,76.995,38.296,37.972,9.93,0,0
38,4,0,0,1,2,0,2774.295,141.374,104.35,38.921,36.5,9.662,0,0
39,4,0,0,2,3,0,2644.926,219.495,48.293,38.08,37.792,9.879,0,0
40,4,0,0,3,4,0,2353.08,222.957,-34.577,37.403,37.356,9.734,0,0
42,4,0,0,5,6,0,2742.68,302.17,57.121,38.088,37.82,9.884,0,0
43,4,0,0,6,7,0,2467.706,353.995,19.388,37.864,37.767,9.848,0,0
44,4,0,0,7,8,0,2603.415,360.887,18.879,38.419,38.334,9.917,0,0
45,4,0,0,8,9,0,2764.716,419.618,1.137,47.212,28.69,9.263,0,0
46,5,0,0,0,0,0,3357.176,79.082,80.476,38.039,37.785,9.873,0,0
47,5,0,0,1,1,0,2946.065,91.063,81.869,37.537,36.495,9.716,0,0
48,5,0,0,2,2,0,3090.999,124.218,65.186,37.118,36.715,9.767,0,0
49,5,0,0,3,3,0,3318.133,164.276,61.67,37.977,37.837,9.872,0,0
50,5,0,0,4,4,0,3074.072,272.79,61.047,38.058,37.821,9.88,0,0
51,5,0,0,5,5,0,3340.556,300.726,103.289,38.124,38.021,9.915,0,0
52,6,0,0,0,0,0,3766.86,60.921,89.785,37.238,37.149,9.762,0,0
53,6,0,0,1,1,0,3513.117,129.359,55.454,37.58,37.334,9.831,0,0
54,6,0,0,2,2,0,4018.358,138.51,111.915,38.661,38.453,9.963,0,0
55,6,0,0,3,3,0,3556.918,173.678,57.983,37.906,37.546,9.825,0,0
56,6,0,0,4,4,0,3978.998,197.003,134.54,38.957,38.512,9.933,0,0
57,6,0,0,5,5,0,3498.61,250.653,13.144,37.923,37.583,9.832,0,0
58,6,0,0,6,6,0,3778.948,261.599,70.271,38.302,38.096,9.871,0,0
60,6,0,0,8,9,0,3962.739,415.964,-3.783,39.373,35.417,9.586,0,0
61,7,0,0,0,1,0,4074.841,145.15,75.146,38.031,37.565,9.843,0,0
62,7,0,0,1,2,0,4550.808,190.899,-40.543,38.335,38.239,9.894,0,0
63,7,0,0,2,3,0,4444.023,238.752,71.701,38.875,38.776,9.956,0,0
64,7,0,0,3,4,0,4118.775,239.157,49.87,37.547,37.239,9.814,0,0
65,7,0,0,4,5,0,4199.648,258.302,133.848,37.517,37.404,9.832,0,0
66,7,0,0,5,6,0,4390.929,332.127,-22.213,38.158,37.909,9.905,0,0
67,7,0,0,6,7,0,4475.992,339.804,89.476,38.163,37.865,9.899,0,0
68,8,0,0,0,2,0,4916.965,133.795,90.258,37.52,37.167,9.725,0,0
69,8,0,0,1,3,0,4682.873,201.964,56.933,37.622,37.193,9.818,0,0
70,8,0,0,2,4,0,4894.557,269.972,70.171,37.798,37.524,9.808,0,0
