<ImageInformation>
ImageNumX,10
ImageNumY,13
ImageNumZ,1
ImageSizeX,2500
ImageSizeY,1800
OverlapX,100
OverlapY,100
UmPerPixelX,0.24
UmPerPixelY,0.24
UmPerLayerZ,1000
ImageFormat,1
ImageQuality,10
</ImageInformation>
<GrabPositionInformation>
XNo,YNo,ZNo,PosX[nm],PosY[nm],PosZ[nm]
</GrabPositionInformation>
<DepthImageInformation>
ImageNumZ,0
ImageSizeX,0
ImageSizeY,0
UmPerPixelX,0
UmPerPixelY,0
UmPerLayerZ,0
ImageFormat,0
ImageQuality,0
</DepthImageInformation>
<Result>
ProcArea,30551040
</Result>
<ResultDatas>
No,ImageNoX,ImageNoY,ImageNoZ,ElpsLabel,ObjLabel,Average,GravX,GravY,Angle,MjrAx,MnrAx,X2,Status,DepthAve
0,0,0,0,0,1,0,51.52,30.35,61.208,37.84,37.299,9.861,0,0
1,0,0,0,1,3,0,354.305,132.276,92.816,38.523,38.268,9.921,0,0
2,0,0,0,2,4,0,182.297,162.856,134.204,37.878,37.762,9.927,0,0
3,0,0,0,3,5,0,244.931,174.447,92.182,38.41,38.26,9.906,0,0
4,0,0,0,4,6,0,380.944,211.125,-38.828,38.58,38.45,9.953,0,0
5,0,0,0,5,7,0,286.558,238.391,-43.563,38.132,37.868,9.82,0,0
6,0,0,0,6,8,0,272.318,339.929,129.572,38.529,38.324,9.929,0,0
7,0,0,0,7,9,0,337.156,340.262,82.958,38.271,38.051,9.861,0,0
8,1,0,0,0,0,0,1146.606,107.2,99.057,38.778,38.77,9.943,0,0
9,1,0,0,1,1,0,828.08,171.596,98.996,38.13,37.987,9.911,0,0
10,1,0,0,2,2,0,786.886,198.764,57.786,37.701,37.589,9.881,0,0
11,1,0,0,3,4,0,678.686,355.226,40.744,38.825,38.403,9.827,0,0
12,1,0,0,4,5,0,771.542,398.768,109.226,38.1,37.973,9.905,0,0
13,2,0,0,0,0,0,1543.39,107.342,66.067,38.385,38.123,9.885,0,0
14,2,0,0,1,2,0,1732.863,131.835,-25.629,38.496,38.289,9.921,0,0
15,2,0,0,2,3,0,1558.032,205.135,94.306,38.888,38.37,9.981,0,0
16,2,0,0,3,4,0,1674.991,276.674,119.793,38.83,38.252,9.959,0,0
17,2,0,0,4,5,0,1585.1,299.52,93.385,38.671,38.369,9.878,0,0
18,2,0,0,5,6,0,1186.533,305.455,123.204,38.048,37.82,9.879,0,0
19,2,0,0,6,7,0,1321.858,343.055,30.646,38.722,38.556,9.985,0,0
20,3,0,0,0,0,0,2012.504,106.201,133.542,37.83,37.379,9.793,0,0
21,3,0,0,1,2,0,2304.344,222.129,96.865,38.998,38.912,9.989,0,0
22,3,0,0,2,3,0,1785.105,244.115,27.566,38.297,37.982,9.855,0,0
23,3,0,0,3,4,0,2232.631,315.036,117.629,38.809,38.55,9.919,0,0
25,3,0,0,5,8,0,2314.531,400.329,93.18,42.44,30.804,9.209,0,0
26,4,0,0,0,1,0,2424.178,54.332,71.758,38.205,37.766,9.891,0,0
27,4,0,0,1,2,0,2682.074,148.636,78.086,38.267,38.097,9.866,0,0
28,4,0,0,2,3,0,2478.505,175.743,-16.654,37.759,37.482,9.797,0,0
29,4,0,0,3,4,0,2577.497,183.654,53.431,38.915,38.399,9.913,0,0
30,4,0,0,4,10,0,2498.453,417.997,-2.134,40.858,31.562,9.321,0,0
31,4,0,0,5,11,0,2652.931,418.857,-4.001,41.476,30.05,9.195,0,0
32,5,0,0,0,1,0,3316.128,117.122,117.767,38.271,38.153,9.874,0,0
33,5,0,0,1,2,0,3264.491,141.148,127.026,38.105,37.732,9.875,0,0
34,5,0,0,2,3,0,3435.084,149.495,128.662,38.75,38.567,9.914,0,0
35,5,0,0,3,4,0,2909.255,229.798,39.033,38.761,38.556,9.99,0,0
36,5,0,0,4,5,0,3216.24,320.726,-11.864,38.127,38.09,9.848,0,0
37,5,0,0,5,6,0,3339.865,365.898,39.932,39.122,39.024,9.945,0,0
38,6,0,0,0,1,0,3803.01,143.271,59.623,38.421,38.168,9.895,0,0
39,6,0,0,1,2,0,3642.612,199.543,18.749,37.922,37.717,9.849,0,0
40,6,0,0,2,4,0,3524.26,342.087,58.107,38.717,38.415,9.89,0,0
41,6,0,0,3,5,0,3726.493,387.448,77.73,38.703,38.466,9.97,0,0
42,7,0,0,0,0,0,4542.377,46.165,-42.82,39.341,39.048,9.976,0,0
43,7,0,0,1,1,0,4447.437,62.352,2.026,37.997,37.658,9.851,0,0
44,7,0,0,2,2,0,4515.756,109.809,-21.958,38.518,38.217,9.915,0,0
45,7,0,0,3,3,0,4470.273,111.142,86.953,38.246,38.071,9.937,0,0
46,7,0,0,4,4,0,4363.245,218.386,44.26,38.77,38.703,9.934,0,0
47,7,0,0,5,5,0,4212.211,222.496,24.747,38.384,38.024,9.872,0,0
48,7,0,0,6,6,0,4100.312,235.693,73.881,38.359,38.282,9.902,0,0
49,7,0,0,7,7,0,4142.767,236.206,-3.73,38.548,38.389,9.941,0,0
50,7,0,0,8,9,0,4340.752,273.884,130.254,38.419,38.301,9.912,0,0
51,7,0,0,9,10,0,4428.926,297.323,24.946,38.728,38.598,9.991,0,0
53,7,0,0,11,11,0,4473.657,325.942,67.083,38.918,38.299,9.976,0,0
54,7,0,0,12,13,0,4088.388,365.297,48.962,38.2,38.119,9.861,0,0
55,7,0,0,13,14,0,4402.621,368.988,113.27,38.958,38.89,9.982,0,0
56,8,0,0,0,0,0,5004.884,74.766,94.151,37.964,37.776,9.862,0,0
57,8,0,0,1,1,0,5068.759,82.82,100.332,38.083,37.609,9.855,0,0
58,8,0,0,2,3,0,4979.401,323.349,-27.989,38.619,38.424,9.954,0,0
59,8,0,0,3,4,0,4703.058,415.956,-1.081,40.324,35.267,9.606,0,0
60,9,0,0,0,3,0,5229.518,60.2,65.509,38.458,38.122,9.895,0,0
61,9,0,0,1,4,0,5223.102,110.131,40.732,38.062,37.732,9.869,0,0
62,9,0,0,2,5,0,5482.446,135.784,82.929,37.949,37.484,9.822,0,0
63,9,0,0,3,8,0,5328.661,372.993,-29.161,37.857,37.54,9.817,0,0
64,9,0,0,4,9,0,5404.999,378.058,38.754,38.187,37.845,9.9,0,0
65,0,1,0,0,1,0,475.907,460.76,53.856,38.33,38.142,9.88,0,0
66,0,1,0,1,2,0,527.891,507.102,93.483,38.65,38.368,9.875,0,0
69,0,1,0,4,6,0,163.758,619.695,22.495,37.79,37.542,9.887,0,0
70,0,1,0,5,7,0,252.529,620.782,119.333,38.169,37.978,9.838,0,0
71,0,1,0,6,8,0,86.358,694.852,52.068,37.987,37.829,9.872,0,0
