<ImageInformation>
ImageNumX,10
ImageNumY,13
ImageNumZ,2
ImageSizeX,2500
ImageSizeY,1800
OverlapX,100
OverlapY,100
UmPerPixelX,0.24
UmPerPixelY,0.24
UmPerLayerZ,1000
ImageFormat,1
ImageQuality,10
</ImageInformation>
<GrabPositionInformation>
XNo,YNo,ZNo,PosX[nm],PosY[nm],PosZ[nm]
</GrabPositionInformation>
<DepthImageInformation>
ImageNumZ,0
ImageSizeX,0
ImageSizeY,0
UmPerPixelX,0
UmPerPixelY,0
UmPerLayerZ,0
ImageFormat,0
ImageQuality,0
</DepthImageInformation>
<Result>
ProcArea,30551040
</Result>
<ResultDatas>
No,ImageNoX,ImageNoY,ImageNoZ,ElpsLabel,ObjLabel,Average,GravX,GravY,Angle,MjrAx,MnrAx,X2,Status,DepthAve
0,0,0,1,0,1,0,68.881,23.02,74.254,38.037,37.659,9.856,0,0
1,0,0,1,1,2,0,132.224,58.785,33.959,37.438,37.296,9.731,0,0
2,0,0,1,2,3,0,97.747,83.993,122.629,38.926,38.842,9.971,0,0
3,0,0,1,3,5,0,350.074,134.67,116.521,37.419,37.194,9.792,0,0
4,0,0,1,4,6,0,205.278,178.494,68.792,37.698,37.542,9.797,0,0
5,0,0,1,5,7,0,230.022,210.428,47.198,37.965,37.449,9.819,0,0
6,0,0,1,6,8,0,313.046,223.568,105.598,36.891,36.565,9.718,0,0
7,1,0,1,0,0,0,1147.709,90.685,115.102,38.157,38.009,9.917,0,0
8,1,0,1,1,2,0,707.074,271.402,-21.367,37.752,36.946,9.727,0,0
10,1,0,1,3,5,0,842.585,378.922,98.571,38.354,38.286,9.827,0,0
11,1,0,1,4,7,0,662.528,411.96,-13.472,38.359,38.019,9.868,0,0
13,2,0,1,1,2,0,1564.159,175.862,7.696,37.145,36.787,9.703,0,0
14,2,0,1,2,4,0,1372.902,280.483,102.421,37.271,37.142,9.766,0,0
15,2,0,1,3,6,0,1272.467,415.87,-3.561,38.714,34.991,9.514,0,0
17,3,0,1,1,2,0,1827.75,245.918,15.46,37.788,37.29,9.776,0,0
18,3,0,1,2,4,0,2062.197,338.042,34.633,37.09,37.025,9.727,0,0
