No,ImageNoX,ImageNoY,ImageNoZ,ElpsLabel,ObjLabel,Average,GravX,GravY,Angle,MjrAx,MnrAx,X2,Status,DepthAve
0,0.0,0.0,1.0,0.0,2.0,0.0,346.683,125.064,-28.964,38.716,38.601,9.99,0.0,0.0
1,0.0,0.0,1.0,1.0,3.0,0.0,188.616,151.04,-38.071,38.809,38.604,9.852,0.0,0.0
2,0.0,0.0,1.0,2.0,4.0,0.0,226.354,174.93,37.614,38.794,38.636,9.928,0.0,0.0
3,0.0,0.0,1.0,3.0,5.0,0.0,382.801,181.522,10.44,37.913,37.129,9.406,0.0,0.0
4,0.0,0.0,1.0,4.0,6.0,0.0,291.557,220.097,110.728,38.786,34.237,9.58,0.0,0.0
5,0.0,0.0,1.0,5.0,7.0,0.0,335.297,318.65,9.282,39.143,38.738,9.986,0.0,0.0
6,0.0,0.0,1.0,6.0,8.0,0.0,289.023,323.142,30.956,39.3,39.155,9.984,0.0,0.0
7,1.0,0.0,1.0,0.0,0.0,0.0,1141.263,92.993,126.696,39.694,39.392,9.99,0.0,0.0
8,1.0,0.0,1.0,1.0,1.0,0.0,844.164,148.519,65.316,38.641,38.545,9.897,0.0,0.0
9,1.0,0.0,1.0,2.0,2.0,0.0,802.669,176.975,67.31,38.868,38.735,9.95,0.0,0.0
10,1.0,0.0,1.0,3.0,4.0,0.0,679.395,322.254,30.345,38.739,38.363,9.962,0.0,0.0
12,2.0,0.0,1.0,0.0,0.0,0.0,1558.694,92.742,92.611,38.605,38.335,9.866,0.0,0.0
13,2.0,0.0,1.0,1.0,2.0,0.0,1558.804,192.508,-13.796,38.029,37.61,9.773,0.0,0.0
14,2.0,0.0,1.0,2.0,5.0,0.0,1173.122,307.047,-31.823,38.378,38.087,9.879,0.0,0.0
15,2.0,0.0,1.0,3.0,6.0,0.0,1317.647,319.554,4.241,39.191,38.771,9.996,0.0,0.0
16,2.0,0.0,1.0,4.0,7.0,0.0,1227.968,418.224,-1.726,41.648,30.975,9.248,0.0,0.0
17,3.0,0.0,1.0,0.0,1.0,0.0,2296.322,205.06,4.072,39.749,39.345,9.991,0.0,0.0
18,3.0,0.0,1.0,1.0,2.0,0.0,1791.721,240.933,32.46,38.714,38.707,9.927,0.0,0.0
19,4.0,0.0,1.0,0.0,1.0,0.0,2430.307,58.148,8.46,38.725,38.636,9.919,0.0,0.0
20,4.0,0.0,1.0,1.0,2.0,0.0,2682.988,143.51,55.698,37.436,36.678,9.036,0.0,0.0
21,4.0,0.0,1.0,2.0,3.0,0.0,2572.252,155.766,6.194,38.102,37.737,9.798,0.0,0.0
22,4.0,0.0,1.0,3.0,4.0,0.0,2474.348,159.505,65.834,38.302,37.892,9.844,0.0,0.0
23,4.0,0.0,1.0,4.0,11.0,0.0,2505.867,406.951,-10.011,38.735,38.418,9.969,0.0,0.0
24,5.0,0.0,1.0,0.0,2.0,0.0,3265.115,124.384,110.146,38.432,37.955,9.869,0.0,0.0
25,5.0,0.0,1.0,1.0,3.0,0.0,3441.796,145.609,60.252,39.325,38.925,9.885,0.0,0.0
26,5.0,0.0,1.0,2.0,6.0,0.0,3321.7,347.658,58.621,38.916,38.812,9.966,0.0,0.0
27,6.0,0.0,1.0,0.0,1.0,0.0,3814.057,137.411,116.162,38.365,38.073,9.876,0.0,0.0
