<ImageInformation>
ImageNumX,10
ImageNumY,13
ImageNumZ,1
ImageSizeX,2500
ImageSizeY,1800
OverlapX,100
OverlapY,100
UmPerPixelX,0.24
UmPerPixelY,0.24
UmPerLayerZ,1000
ImageFormat,1
ImageQuality,10
</ImageInformation>
<GrabPositionInformation>
XNo,YNo,ZNo,PosX[nm],PosY[nm],PosZ[nm]
</GrabPositionInformation>
<DepthImageInformation>
ImageNumZ,0
ImageSizeX,0
ImageSizeY,0
UmPerPixelX,0
UmPerPixelY,0
UmPerLayerZ,0
ImageFormat,0
ImageQuality,0
</DepthImageInformation>
<Result>
ProcArea,30551040
</Result>
<ResultDatas>
No,ImageNoX,ImageNoY,ImageNoZ,ElpsLabel,ObjLabel,Average,GravX,GravY,Angle,MjrAx,MnrAx,X2,Status,DepthAve
0,0,0,0,0,0,0,435.076,25.082,118.215,33.787,33.576,9.294,0,0
2,0,0,0,2,2,0,132.657,59.277,41.875,33.771,33.513,9.283,0,0
3,0,0,0,3,3,0,383.651,136.683,130.476,33.811,33.673,9.311,0,0
4,0,0,0,4,4,0,382.022,365.417,5.948,33.329,33.288,9.273,0,0
5,1,0,0,0,3,0,691.243,42.544,90.631,33.892,33.572,9.308,0,0
6,1,0,0,1,4,0,1140.261,278.441,110.216,33.841,33.765,9.328,0,0
7,1,0,0,2,5,0,1095.222,354.272,19.692,34.227,34.041,9.419,0,0
8,2,0,0,0,0,0,1703.196,29.486,130.868,33.909,33.768,9.337,0,0
9,2,0,0,1,1,0,1617.274,161.219,78.247,33.406,33.366,9.295,0,0
12,2,0,0,4,6,0,1367.457,369.414,19.527,33.52,33.304,9.302,0,0
13,2,0,0,5,7,0,1569.37,396.331,63.353,34.09,33.942,9.386,0,0
14,3,0,0,0,0,0,1949.304,50.238,58.392,33.246,33.13,9.239,0,0
15,3,0,0,1,1,0,1897.762,107.321,34.849,33.404,33.309,9.286,0,0
16,3,0,0,2,2,0,2229.195,202.806,-41.79,33.813,33.736,9.32,0,0
17,3,0,0,3,3,0,2171.284,212.166,29.276,34.016,33.976,9.381,0,0
18,3,0,0,4,4,0,2162.257,396.948,102.916,33.742,33.407,9.265,0,0
19,3,0,0,5,5,0,1794.902,405.808,95.491,33.736,33.544,9.283,0,0
21,4,0,0,0,0,0,2617.087,48.802,87.629,32.982,32.858,9.165,0,0
22,4,0,0,1,1,0,2807.154,137.116,52.09,33.195,33.165,9.237,0,0
23,5,0,0,0,0,0,3409.645,203.868,2.702,33.561,33.405,9.322,0,0
24,5,0,0,1,3,0,3210.793,324.337,93.186,33.583,33.46,9.25,0,0
27,6,0,0,2,2,0,3907.242,118.128,126.374,33.073,32.694,9.238,0,0
28,6,0,0,3,3,0,3603.842,121.52,43.082,33.954,33.833,9.353,0,0
29,6,0,0,4,4,0,3491.929,217.363,14.24,33.928,33.737,9.336,0,0
30,6,0,0,5,5,0,3666.279,227.151,44.438,33.478,33.32,9.298,0,0
31,6,0,0,6,6,0,3865.685,321.411,76.965,33.932,33.872,9.355,0,0
32,6,0,0,7,7,0,3485.032,322.45,-38.895,33.603,33.54,9.264,0,0
33,6,0,0,8,8,0,3556.794,400.762,98.713,33.633,33.55,9.269,0,0
