<ImageInformation>
ImageNumX,10
ImageNumY,13
ImageNumZ,1
ImageSizeX,2500
ImageSizeY,1800
OverlapX,100
OverlapY,100
UmPerPixelX,0.24
UmPerPixelY,0.24
UmPerLayerZ,1000
ImageFormat,1
ImageQuality,10
</ImageInformation>
<GrabPositionInformation>
XNo,YNo,ZNo,PosX[nm],PosY[nm],PosZ[nm]
</GrabPositionInformation>
<DepthImageInformation>
ImageNumZ,0
ImageSizeX,0
ImageSizeY,0
UmPerPixelX,0
UmPerPixelY,0
UmPerLayerZ,0
ImageFormat,0
ImageQuality,0
</DepthImageInformation>
<Result>
ProcArea,30551040
</Result>
<ResultDatas>
No,ImageNoX,ImageNoY,ImageNoZ,ElpsLabel,ObjLabel,Average,GravX,GravY,Angle,MjrAx,MnrAx,X2,Status,DepthAve
1,0,0,0,1,2,0,343.946,39.911,124.662,32.872,32.822,9.227,0,0
2,0,0,0,2,3,0,55.43,101.155,20.326,33.432,33.321,9.292,0,0
3,0,0,0,3,4,0,97.976,162.37,40.768,33.039,32.867,9.257,0,0
4,0,0,0,4,5,0,576.022,305.03,-13.369,34.553,34.186,9.403,0,0
5,0,0,0,5,6,0,148.85,310.786,-17.831,33.763,33.654,9.302,0,0
6,0,0,0,6,7,0,18.459,345.92,-31.316,33.823,33.697,9.316,0,0
7,0,0,0,7,8,0,373.503,376.904,19.023,33.437,33.41,9.305,0,0
10,1,0,0,1,1,0,986.602,39.636,-24.64,33.76,33.497,9.279,0,0
11,1,0,0,2,2,0,901.839,45.861,78.995,33.107,33.064,9.294,0,0
12,1,0,0,3,3,0,723.412,50.085,54.337,33.016,32.937,9.264,0,0
13,1,0,0,4,4,0,828.043,157.819,28.258,33.123,33.037,9.209,0,0
14,1,0,0,5,5,0,677.68,164.568,2.847,33.035,32.928,9.265,0,0
16,1,0,0,7,8,0,654.11,316.078,-24.858,33.222,33.145,9.238,0,0
17,1,0,0,8,9,0,1133.904,335.399,7.015,34.013,33.836,9.362,0,0
18,1,0,0,9,10,0,1058.555,407.155,0.649,34.249,34.009,9.337,0,0
19,2,0,0,0,0,0,1669.451,202.147,-18.885,33.824,33.663,9.311,0,0
20,2,0,0,1,1,0,1437.931,262.245,93.565,33.242,33.2,9.249,0,0
21,2,0,0,2,3,0,1263.272,344.934,34.426,33.639,33.575,9.274,0,0
22,3,0,0,0,0,0,2011.249,60.478,47.486,33.519,33.394,9.314,0,0
23,3,0,0,1,2,0,2180.191,146.989,-42.967,33.05,32.898,9.263,0,0
24,3,0,0,2,3,0,2151.998,267.362,63.486,33.689,33.64,9.372,0,0
25,3,0,0,3,4,0,2302.383,295.611,4.136,33.67,33.66,9.29,0,0
26,3,0,0,4,5,0,2012.915,349.949,3.266,33.737,33.333,9.777,0,0
27,3,0,0,5,5,0,2045.333,348.593,-2.464,33.705,33.411,9.883,0,0
28,3,0,0,6,6,0,1750.173,354.306,79.919,34.067,33.959,9.304,0,0
29,3,0,0,7,7,0,1988.426,388.351,-26.782,33.827,33.749,9.324,0,0
30,4,0,0,0,0,0,2347.227,39.948,92.143,33.826,33.733,9.321,0,0
31,4,0,0,1,1,0,2341.479,87.272,58.052,33.624,33.349,9.24,0,0
32,4,0,0,2,2,0,2648.1,196.565,74.247,33.16,33.07,9.219,0,0
33,4,0,0,3,3,0,2739.229,204.731,59.623,33.408,33.356,9.293,0,0
34,4,0,0,4,4,0,2437.142,246.317,15.874,33.134,33.028,9.293,0,0
35,4,0,0,5,6,0,2425.579,360.688,-33.662,33.296,33.184,9.254,0,0
36,5,0,0,0,1,0,3334.519,138.847,-27.597,33.839,33.731,9.323,0,0
