<ImageInformation>
ImageNumX,10
ImageNumY,13
ImageNumZ,1
ImageSizeX,2500
ImageSizeY,1800
OverlapX,100
OverlapY,100
UmPerPixelX,0.24
UmPerPixelY,0.24
UmPerLayerZ,1000
ImageFormat,1
ImageQuality,10
</ImageInformation>
<GrabPositionInformation>
XNo,YNo,ZNo,PosX[nm],PosY[nm],PosZ[nm]
</GrabPositionInformation>
<DepthImageInformation>
ImageNumZ,0
ImageSizeX,0
ImageSizeY,0
UmPerPixelX,0
UmPerPixelY,0
UmPerLayerZ,0
ImageFormat,0
ImageQuality,0
</DepthImageInformation>
<Result>
ProcArea,30551040
</Result>
<ResultDatas>
No,ImageNoX,ImageNoY,ImageNoZ,ElpsLabel,ObjLabel,Average,GravX,GravY,Angle,MjrAx,MnrAx,X2,Status,DepthAve
0,0,0,0,0,0,0,411.427,21.492,92.437,30.727,30.625,8.862,0,0
1,0,0,0,1,1,0,108.155,67.792,56.855,30.772,30.632,8.87,0,0
2,0,0,0,2,2,0,373.275,126.651,104.171,30.783,30.612,8.955,0,0
3,0,0,0,3,3,0,365.053,361.134,101.83,30.574,30.421,8.897,0,0
5,1,0,0,0,0,0,679.216,17.117,59.627,30.538,30.347,8.881,0,0
6,1,0,0,1,2,0,734.31,63.905,65.635,30.527,30.328,8.876,0,0
9,1,0,0,4,5,0,1124.632,273.712,0.72,30.366,30.286,8.847,0,0
12,1,0,0,7,8,0,1081.565,352.408,-4.164,31.217,31.137,9.007,0,0
13,2,0,0,0,0,0,1692.537,18.794,-41.903,30.95,30.704,8.906,0,0
14,2,0,0,1,1,0,1599.613,164.588,26.244,30.561,30.195,9.88,0,0
15,2,0,0,2,2,0,1722.104,179.526,-1.048,32.806,32.316,9.147,0,0
16,2,0,0,3,3,0,1613.656,203.087,47.755,31.037,30.744,9.807,0,0
17,2,0,0,4,4,0,1359.792,357.684,119.408,30.514,30.443,8.891,0,0
18,2,0,0,5,5,0,1562.297,380.143,66.357,30.788,30.574,8.864,0,0
19,3,0,0,0,0,0,1935.469,48.225,72.64,29.972,29.87,8.729,0,0
20,3,0,0,1,1,0,1873.862,104.293,22.277,30.334,30.061,8.81,0,0
21,3,0,0,2,3,0,2222.909,192.271,66.456,31.217,31.086,8.915,0,0
22,3,0,0,3,4,0,2137.578,204.102,67.843,30.828,30.718,8.89,0,0
24,3,0,0,5,6,0,2152.711,388.614,-28.295,30.813,30.69,8.884,0,0
25,3,0,0,6,7,0,1785.273,395.896,-37.191,31.132,31.014,8.977,0,0
26,4,0,0,0,0,0,2608.557,40.61,56.931,30.431,30.314,8.86,0,0
27,4,0,0,1,1,0,2792.659,115.177,91.754,30.301,30.176,8.821,0,0
29,5,0,0,0,1,0,3401.154,173.094,-11.737,31.078,30.842,8.945,0,0
30,5,0,0,1,2,0,3464.066,196.336,-5.641,31.327,31.038,9.009,0,0
31,5,0,0,2,3,0,3457.084,304.145,-11.196,31.146,31.115,8.994,0,0
32,5,0,0,3,4,0,3200.875,303.594,123.114,30.492,30.104,8.754,0,0
33,6,0,0,0,2,0,3902.439,85.009,114.734,30.234,30.128,8.805,0,0
34,6,0,0,1,4,0,3641.859,198.119,36.412,30.185,30.085,8.791,0,0
35,6,0,0,2,7,0,3846.34,305.381,31.729,30.507,30.447,8.891,0,0
36,6,0,0,3,8,0,3535.731,378.657,125.001,30.84,30.646,8.882,0,0
37,6,0,0,4,9,0,3935.69,393.623,15.455,30.656,30.637,8.94,0,0
38,7,0,0,0,1,0,4087.933,68.987,29.28,30.79,30.406,8.926,0,0
39,7,0,0,1,2,0,4417.127,86.075,7.916,30.788,30.615,8.87,0,0
40,7,0,0,2,3,0,4498.479,103.103,92.939,30.584,30.459,8.904,0,0
41,7,0,0,3,4,0,4359.489,105.755,-5.86,30.236,29.618,8.818,0,0
42,7,0,0,4,5,0,4330.268,147.974,76.993,30.143,29.957,8.853,0,0
43,7,0,0,5,6,0,4232.647,172.006,9.742,30.365,30.202,8.835,0,0
44,7,0,0,6,7,0,4127.181,217.234,0.56,30.704,30.605,8.856,0,0
45,7,0,0,7,8,0,4063.438,240.193,31.523,30.666,30.541,8.842,0,0
46,7,0,0,8,9,0,4191.563,268.685,33.381,30.207,30.078,8.793,0,0
48,7,0,0,10,11,0,4384.58,375.576,35.788,30.891,30.717,8.899,0,0
49,8,0,0,0,1,0,5108.407,43.988,103.652,30.814,30.778,8.897,0,0
50,8,0,0,1,2,0,5153.146,61.552,-32.34,30.676,30.647,8.858,0,0
51,8,0,0,2,3,0,4854.024,78.48,53.201,30.124,29.948,8.849,0,0
52,8,0,0,3,4,0,4734.683,245.462,0.773,30.248,30.193,8.816,0,0
53,8,0,0,4,5,0,5096.143,295.932,74.638,30.591,30.473,8.821,0,0
54,8,0,0,5,6,0,5060.232,305.101,111.441,30.636,30.596,8.931,0,0
55,8,0,0,6,7,0,4716.713,347.141,93.075,30.896,30.536,8.96,0,0
56,9,0,0,0,0,0,5597.959,54.881,126.573,31.128,30.951,8.968,0,0
57,9,0,0,1,1,0,5754.868,91.878,27.662,30.345,30.239,8.837,0,0
59,9,0,0,3,4,0,5524.342,207.553,74.065,30.452,30.247,8.854,0,0
60,9,0,0,4,5,0,5721.074,237.094,-28.463,31.039,30.922,8.866,0,0
61,9,0,0,5,6,0,5608.701,247.245,20.573,31.012,30.882,8.941,0,0
62,9,0,0,6,7,0,5643.471,262.144,23.168,30.73,30.605,8.86,0,0
63,9,0,0,7,8,0,5520.36,337.107,101.593,30.524,30.488,8.813,0,0
64,9,0,0,8,9,0,5741.951,412.071,25.912,31.117,31.008,8.974,0,0
65,0,1,0,0,0,0,215.292,455.693,81.468,30.757,30.584,8.861,0,0
66,0,1,0,1,1,0,36.067,499.974,64.648,30.299,30.098,8.81,0,0
67,0,1,0,2,2,0,270.508,544.389,49.559,30.998,30.927,8.945,0,0
68,0,1,0,3,3,0,489.294,618.528,12.253,30.806,30.684,8.882,0,0
69,0,1,0,4,4,0,354.238,656.175,99.724,30.871,30.724,8.898,0,0
70,1,1,0,0,0,0,731.344,464.663,82.245,30.411,30.123,8.829,0,0
71,1,1,0,1,4,0,817.791,704.481,-18.227,30.467,30.232,8.854,0,0
72,3,1,0,0,0,0,2133.493,441.85,57.652,30.596,30.011,8.839,0,0
73,3,1,0,1,1,0,1894.65,522.227,56.748,30.179,30.113,8.794,0,0
74,3,1,0,2,2,0,1868.169,539.132,1.097,30.213,30.167,8.807,0,0
75,3,1,0,3,3,0,1813.549,602.1,19.324,30.412,30.054,8.82,0,0
76,3,1,0,4,4,0,2143.298,748.547,77.022,30.559,30.437,8.811,0,0
78,4,1,0,0,0,0,2854.39,431.35,31.497,30.845,30.702,8.89,0,0
79,4,1,0,1,1,0,2515.742,441.976,87.435,30.505,30.244,8.861,0,0
80,4,1,0,2,2,0,2469.614,476.692,63.363,30.539,30.476,8.814,0,0
81,4,1,0,3,3,0,2710.352,491.49,92.152,30.645,30.547,8.925,0,0
83,4,1,0,5,5,0,2603.714,615.254,-22.481,30.591,30.459,8.905,0,0
84,4,1,0,6,6,0,2517.556,754.948,97,30.96,30.787,8.92,0,0
85,4,1,0,7,7,0,2592.002,792.29,127.157,30.719,30.652,8.865,0,0
87,5,1,0,1,2,0,3135.224,519.993,71.123,30.604,30.396,8.897,0,0
88,5,1,0,2,5,0,3037.507,609.729,-22.69,30.752,30.335,8.91,0,0
89,5,1,0,3,6,0,3316.066,728.414,18.245,30.636,30.338,8.894,0,0
90,5,1,0,4,7,0,3456.316,735.69,-3.663,30.866,30.787,8.906,0,0
92,6,1,0,1,1,0,3473.489,486.772,102.002,30.652,30.418,8.907,0,0
94,6,1,0,3,4,0,3864.724,511.843,76.812,30.532,30.177,8.855,0,0
95,6,1,0,4,5,0,3471.79,557.018,86.797,30.711,30.545,9.841,0,0
97,6,1,0,6,7,0,3808.718,645.948,79.65,30.338,30.019,8.804,0,0
98,6,1,0,7,9,0,3770.638,826.094,-4.838,30.891,29.413,8.709,0,0
99,7,1,0,0,0,0,4546.702,502.113,91.311,30.827,30.724,8.891,0,0
100,7,1,0,1,1,0,4304.044,548.392,8.994,30.418,30.333,8.861,0,0
101,7,1,0,2,2,0,4093.571,598.39,54.315,30.598,30.474,8.908,0,0
103,7,1,0,4,4,0,4587.465,755.287,54.89,30.798,30.528,8.859,0,0
104,7,1,0,5,5,0,4320.9,777.986,53.806,30.597,30.49,8.91,0,0
105,7,1,0,6,6,0,4561.492,799.868,11.544,31.359,31.311,8.967,0,0
106,8,1,0,0,0,0,4800.981,617.831,45.821,30.247,30.15,8.81,0,0
107,8,1,0,1,2,0,4843.232,755.506,81.206,30.35,30.268,8.842,0,0
108,9,1,0,0,1,0,5625.408,498.044,105.404,30.781,30.619,8.956,0,0
109,9,1,0,1,2,0,5740.337,535.105,23.338,30.536,30.321,8.877,0,0
110,9,1,0,2,3,0,5551.465,570.687,10.368,30.344,30.196,8.831,0,0
111,9,1,0,3,4,0,5262.707,747.916,60.291,30.909,30.757,8.908,0,0
113,0,2,0,1,1,0,307.297,896.57,-26.97,30.255,30.222,8.821,0,0
114,0,2,0,2,2,0,173.569,938.981,42.937,30.399,30.157,8.833,0,0
