<ImageInformation>
ImageNumX,10
ImageNumY,13
ImageNumZ,2
ImageSizeX,2500
ImageSizeY,1800
OverlapX,100
OverlapY,100
UmPerPixelX,0.24
UmPerPixelY,0.24
UmPerLayerZ,1000
ImageFormat,1
ImageQuality,10
</ImageInformation>
<GrabPositionInformation>
XNo,YNo,ZNo,PosX[nm],PosY[nm],PosZ[nm]
</GrabPositionInformation>
<DepthImageInformation>
ImageNumZ,0
ImageSizeX,0
ImageSizeY,0
UmPerPixelX,0
UmPerPixelY,0
UmPerLayerZ,0
ImageFormat,0
ImageQuality,0
</DepthImageInformation>
<Result>
ProcArea,30551040
</Result>
<ResultDatas>
No,ImageNoX,ImageNoY,ImageNoZ,ElpsLabel,ObjLabel,Average,GravX,GravY,Angle,MjrAx,MnrAx,X2,Status,DepthAve
0,0,0,1,0,0,0,268.868,19.307,68.533,37.277,37.034,9.752,0,0
1,0,0,1,1,1,0,338.362,52.041,109.948,35.611,35.454,9.557,0,0
2,0,0,1,2,2,0,54.046,106.1,43.654,36.141,36.08,9.632,0,0
3,0,0,1,3,3,0,92.275,167.668,32.995,36.165,36.021,9.628,0,0
4,0,0,1,4,4,0,566.988,315.399,36.041,37.31,37.114,9.846,0,0
5,0,0,1,5,5,0,142.803,316.852,49.462,37.307,37.134,9.769,0,0
6,0,0,1,6,7,0,375.057,377.061,63.796,35.894,35.776,9.638,0,0
7,1,0,1,0,0,0,633.903,32.207,70.551,35.852,35.656,9.616,0,0
8,1,0,1,1,1,0,905.508,44.672,63.353,36.701,36.604,9.698,0,0
9,1,0,1,2,2,0,959.923,48.947,132.782,36.415,36.308,9.699,0,0
10,1,0,1,3,3,0,712.513,50.506,31.098,36.615,36.513,9.674,0,0
11,1,0,1,4,4,0,827.028,163.723,106.825,36.777,36.659,9.715,0,0
12,1,0,1,5,5,0,684.212,171.549,2.28,35.895,35.764,9.637,0,0
14,1,0,1,7,8,0,657.281,323.95,12.283,36.423,36.345,9.705,0,0
15,1,0,1,8,9,0,1141.967,347.54,69.312,36.68,36.608,9.695,0,0
16,1,0,1,9,10,0,1058.868,413.818,7.346,36.841,36.536,9.707,0,0
17,2,0,1,0,0,0,1661.72,211.838,85.429,36.879,36.752,9.741,0,0
18,2,0,1,1,1,0,1440.859,264.48,103.67,36.71,36.547,9.691,0,0
20,2,0,1,3,5,0,1269.501,362.1,26.202,36.952,36.794,9.756,0,0
21,3,0,1,0,0,0,2005.832,73.401,73.374,36.01,35.887,9.589,0,0
22,3,0,1,1,1,0,2179.741,153.145,-23.388,36.169,36.029,9.629,0,0
23,3,0,1,2,2,0,2146.298,275.187,116.51,36.318,36.177,9.669,0,0
24,3,0,1,3,3,0,2305.718,294.579,122.51,37.521,37.323,9.822,0,0
25,3,0,1,4,6,0,1981.936,392.13,100.517,37.402,37.321,9.806,0,0
26,4,0,1,0,1,0,2652.549,206.388,-34.454,34.92,34.826,9.379,0,0
27,4,0,1,1,2,0,2742.707,215.151,74.397,36.391,36.318,9.619,0,0
28,4,0,1,2,3,0,2434.103,256.789,38.659,36.384,36.171,9.677,0,0
29,4,0,1,3,5,0,2419.299,369.326,32.583,36.577,36.458,9.662,0,0
30,5,0,1,0,0,0,3331.738,156.147,19.537,36.409,36.29,9.696,0,0
31,5,0,1,1,1,0,3216.015,214.813,98.884,34.838,34.677,9.427,0,0
32,5,0,1,2,2,0,3164.449,247.305,120.719,36.743,35.712,9.745,0,0
33,5,0,1,3,3,0,3373.304,371.591,46.54,36.886,36.773,9.744,0,0
34,6,0,1,0,2,0,3549.946,31.724,63.888,36.896,36.75,9.743,0,0
35,6,0,1,1,4,0,3505.895,260.907,43.712,37.257,37.124,9.761,0,0
36,6,0,1,2,5,0,3924.169,343.892,33.653,36.801,36.609,9.712,0,0
37,6,0,1,3,6,0,3979.651,355.69,47.349,36.925,36.725,9.743,0,0
38,7,0,1,0,0,0,4121.545,47.667,24.373,36.948,36.882,9.767,0,0
39,7,0,1,1,1,0,4068.125,77.586,25.836,36.333,36.126,9.664,0,0
40,7,0,1,2,2,0,4493.609,100.087,46.881,36.193,35.957,9.623,0,0
41,7,0,1,3,3,0,4524.616,184.64,1.373,37.289,37.213,9.777,0,0
42,7,0,1,4,4,0,4437.331,394.768,35.274,37.62,37.574,9.791,0,0
43,7,0,1,5,5,0,4061.626,413.761,9.446,37.428,37.034,9.772,0,0
44,8,0,1,0,0,0,5100.724,77.979,122.519,37.076,36.763,9.768,0,0
45,8,0,1,1,1,0,4705.276,289.534,-30.921,36.263,36.128,9.655,0,0
46,9,0,1,0,0,0,5716.546,54.067,81.146,36.445,36.337,9.707,0,0
47,9,0,1,1,1,0,5282.209,70.728,14.657,36.145,35.97,9.618,0,0
48,9,0,1,2,2,0,5483.866,368.459,-17.795,36.424,36.331,9.704,0,0
49,0,1,1,0,0,0,526.429,432.119,-41.572,36.936,36.894,9.767,0,0
50,0,1,1,1,2,0,263.784,740.316,44.912,36.308,36.186,9.669,0,0
51,0,1,1,2,4,0,463.372,808.883,56.821,36.049,35.965,9.684,0,0
52,1,1,1,0,1,0,894.502,538.801,80.477,36.066,36.011,9.613,0,0
53,1,1,1,1,2,0,873.653,639.763,75.287,35.647,35.47,9.564,0,0
54,1,1,1,2,3,0,1034.406,693.693,49.039,36.131,35.924,9.61,0,0
55,1,1,1,3,4,0,1120.851,763.499,21.014,36.76,36.494,9.691,0,0
57,2,1,1,0,0,0,1546.873,480.657,99.143,37.156,37.046,9.816,0,0
58,2,1,1,1,1,0,1321.48,562.928,54.931,36.389,36.336,9.699,0,0
59,2,1,1,2,2,0,1205.52,617.164,63.758,36.458,36.371,9.634,0,0
60,2,1,1,3,3,0,1280.213,695.665,32.823,36.188,36.08,9.638,0,0
61,2,1,1,4,4,0,1618.567,722.818,6.266,37.089,36.973,9.798,0,0
62,2,1,1,5,5,0,1379.268,810.209,-2.768,37.043,36.97,9.713,0,0
63,4,1,1,0,0,0,2576.753,449.903,69.601,36.392,36.227,9.685,0,0
64,4,1,1,1,1,0,2633.458,467.232,44.099,36.506,36.486,9.735,0,0
65,4,1,1,2,3,0,2425.803,769.275,-22.26,24.909,24.451,7.933,0,0
66,5,1,1,0,0,0,3021.87,476.516,34.202,36.456,36.293,9.703,0,0
67,5,1,1,1,1,0,3267.474,498.774,72.799,36.617,36.447,9.744,0,0
68,5,1,1,2,2,0,2904.108,523.293,60.115,37.35,37.213,9.785,0,0
69,5,1,1,3,3,0,3013.522,532.654,94.667,17.93,17.693,6.676,0,0
70,5,1,1,4,4,0,3028.047,553.112,120.599,17.586,11.915,6.184,0,0
71,5,1,1,5,5,0,3289.209,757.212,29.968,36.961,36.729,9.749,0,0
72,6,1,1,0,1,0,3830.102,503.33,20.291,36.638,36.584,9.766,0,0
73,6,1,1,1,2,0,3700.24,569.326,15.453,36.144,36.079,9.633,0,0
74,7,1,1,0,2,0,4533.023,544.51,37.614,37.215,37.092,9.752,0,0
75,7,1,1,1,3,0,4117.887,589.984,57.657,36.633,36.382,9.738,0,0
76,7,1,1,2,4,0,4331.32,642.269,-37.049,35.888,35.774,9.637,0,0
77,7,1,1,3,5,0,4498.5,702.271,78.249,35.918,35.846,9.571,0,0
78,7,1,1,4,6,0,4598.769,708.458,51.601,37.71,37.621,9.809,0,0
79,7,1,1,5,7,0,4111.314,735.377,14.331,36.869,35.939,9.632,0,0
80,7,1,1,6,8,0,4377.55,751.249,88.142,36.403,36.262,9.691,0,0
81,7,1,1,7,9,0,4323.04,776.291,72.094,36.787,36.636,9.713,0,0
82,7,1,1,8,10,0,4198.173,778.809,-3.535,37.298,37.192,9.776,0,0
83,7,1,1,9,11,0,4095.232,816.948,79.39,36.917,36.788,9.751,0,0
84,8,1,1,0,0,0,4703.161,441.895,18.824,36.421,36.116,9.675,0,0
85,8,1,1,1,1,0,5084.497,564.863,75.769,36.796,36.721,9.726,0,0
86,8,1,1,2,2,0,4797.272,573.28,31.799,36.741,36.682,9.713,0,0
87,8,1,1,3,4,0,4746.23,770.548,33.157,36.83,36.597,9.637,0,0
88,9,1,1,0,0,0,5522.757,454.119,89.653,36.998,36.851,9.77,0,0
89,9,1,1,1,1,0,5730.64,480.968,-37.972,36.228,36.127,9.65,0,0
90,9,1,1,2,2,0,5572.899,481.721,7.383,36.477,36.366,9.715,0,0
91,9,1,1,3,4,0,5759.075,576.992,-14.528,36.895,36.638,9.728,0,0
92,9,1,1,4,5,0,5249.33,726.246,9.099,37.273,37.207,9.775,0,0
93,9,1,1,5,6,0,5499.403,776.382,54.371,37.074,37.015,9.723,0,0
94,9,1,1,6,7,0,5317.028,816.085,121.136,36.772,36.626,9.71,0,0
95,9,1,1,7,8,0,5467.793,817.516,119.842,37.067,36.826,9.775,0,0
96,0,2,1,0,2,0,86.753,844.526,35.952,36.979,36.647,9.74,0,0
97,0,2,1,1,3,0,379.978,910.474,70.203,35.76,35.624,9.6,0,0
99,0,2,1,3,5,0,229.178,1017.76,53.98,36.43,36.231,9.691,0,0
100,0,2,1,4,6,0,177.692,1044.959,-10.023,36.143,36.032,9.626,0,0
101,0,2,1,5,7,0,43.722,1126.559,-21.04,36.94,36.872,9.687,0,0
102,0,2,1,6,8,0,152.752,1145.846,117.598,37.777,37.683,9.825,0,0
103,1,2,1,0,2,0,664.355,1054.5,11.04,37.693,37.376,9.775,0,0
104,1,2,1,1,3,0,1058.317,1058.155,74.097,36.416,36.302,9.698,0,0
105,1,2,1,2,4,0,1110.452,1142.792,55.355,37.253,36.996,9.744,0,0
106,1,2,1,3,5,0,893.428,1178.116,7.485,36.301,36.228,9.673,0,0
109,2,2,1,0,1,0,1675.693,1013.808,33.649,36.836,36.749,9.735,0,0
110,2,2,1,1,2,0,1187.116,1017.901,39.145,37.039,36.891,9.702,0,0
111,2,2,1,2,3,0,1564.313,1062.46,74.752,35.368,35.286,9.501,0,0
112,3,2,1,0,0,0,1953.417,871.639,94.565,36.709,36.507,9.686,0,0
113,3,2,1,1,1,0,2263.679,895.54,36.222,36.943,36.816,9.758,0,0
114,3,2,1,2,2,0,1791.403,915.329,63.437,36.923,36.858,9.683,0,0
115,3,2,1,3,3,0,2034.401,946.329,-25.588,36.66,36.61,9.693,0,0
116,3,2,1,4,4,0,2035.297,1053.211,104.891,36.272,36.092,9.573,0,0
117,3,2,1,5,5,0,2228.678,1092.737,19.211,36.185,36.071,9.637,0,0
118,3,2,1,6,6,0,2120.933,1125.49,1.91,35.996,35.845,9.661,0,0
120,4,2,1,1,1,0,2533.707,983.37,104.442,35.998,35.902,9.589,0,0
121,4,2,1,2,3,0,2555.544,1046.284,81.969,37.142,37.048,9.736,0,0
122,4,2,1,3,4,0,2616.009,1098.79,47.239,36.863,36.573,9.715,0,0
123,4,2,1,4,5,0,2627.412,1138.432,69.913,36.321,35.779,9.615,0,0
124,4,2,1,5,6,0,2538.463,1144.399,48.44,37.235,37.136,9.76,0,0
125,5,2,1,0,0,0,3044.203,1042.626,77.153,37.135,37.036,9.812,0,0
126,5,2,1,1,1,0,3349.287,1065.759,-22.867,36.645,36.572,9.686,0,0
127,5,2,1,2,2,0,3361.77,1134.661,45.138,36.517,36.323,9.715,0,0
128,6,2,1,0,0,0,3806.968,841.094,-5.673,36.924,36.755,9.747,0,0
129,6,2,1,1,1,0,3859.576,875.478,43.035,37.873,37.424,9.805,0,0
130,6,2,1,2,2,0,3610.821,950.371,26.053,36.51,36.461,9.732,0,0
131,6,2,1,3,3,0,3764.518,1032.19,88.231,36.307,36.179,9.667,0,0
132,6,2,1,4,4,0,3855.587,1061.782,-11.967,35.01,34.941,9.486,0,0
133,6,2,1,5,5,0,3554.494,1112.412,109.999,37.17,37.088,9.745,0,0
134,6,2,1,6,6,0,3891.451,1131.245,55.279,36.013,35.857,9.585,0,0
135,6,2,1,7,7,0,3966.384,1196.968,2.223,37.249,37.174,9.767,0,0
